11	5.336719e-03	6.065857e+00
21	9.364012e-05	6.061882e+00
31	2.294336e-06	6.061786e+00
41	5.699008e-08	6.061782e+00
51	1.451791e-09	6.061781e+00
61	3.790557e-11	6.061781e+00
71	1.015965e-12	6.061781e+00
81	2.808864e-14	6.061781e+00
91	1.221245e-15	6.061781e+00
101	3.330669e-16	6.061781e+00
111	4.440892e-16	6.061781e+00
121	4.440892e-16	6.061781e+00
131	3.330669e-16	6.061781e+00
141	4.440892e-16	6.061781e+00
151	4.440892e-16	6.061781e+00
161	5.551115e-16	6.061781e+00
171	5.551115e-16	6.061781e+00
181	5.551115e-16	6.061781e+00
