11	1.812845e-02	6.928491e+00
21	2.290903e-04	6.964955e+00
31	3.913230e-05	6.966141e+00
41	4.830590e-06	6.966251e+00
51	1.675340e-06	6.966268e+00
61	4.568014e-07	6.966270e+00
71	1.397955e-07	6.966271e+00
81	6.171233e-08	6.966271e+00
91	2.042475e-08	6.966271e+00
101	1.074752e-08	6.966271e+00
111	5.195201e-09	6.967629e+00
121	3.131426e-09	6.969377e+00
131	1.447776e-09	6.970789e+00
141	8.174525e-10	6.971942e+00
151	4.360794e-10	6.972895e+00
161	2.617547e-10	6.973688e+00
171	1.534969e-10	6.974353e+00
181	8.795313e-11	6.974914e+00
191	5.494910e-11	6.975390e+00
201	3.614613e-11	6.975796e+00
211	2.134583e-11	6.976143e+00
221	1.378339e-11	6.976440e+00
231	8.654806e-12	6.976695e+00
241	5.601200e-12	6.976915e+00
251	3.708332e-12	6.977104e+00
261	2.368258e-12	6.977266e+00
271	1.586321e-12	6.977406e+00
281	1.084167e-12	6.977526e+00
291	7.387702e-13	6.977629e+00
301	5.258780e-13	6.977717e+00
311	3.547856e-13	6.977792e+00
321	2.584911e-13	6.977855e+00
331	1.749989e-13	6.977908e+00
341	1.269124e-13	6.977952e+00
351	8.514717e-14	6.977988e+00
361	6.410844e-14	6.978016e+00
371	4.299339e-14	6.978038e+00
381	3.289036e-14	6.978055e+00
391	2.206568e-14	6.978067e+00
401	1.728478e-14	6.978074e+00
