11	1.941813e-02	2.220318e+00
21	3.057437e-03	2.200953e+00
31	7.640990e-04	2.199649e+00
41	2.413702e-04	2.199417e+00
51	8.623524e-05	2.199355e+00
61	3.300770e-05	2.199334e+00
71	1.333937e-05	2.199326e+00
81	5.608738e-06	2.199323e+00
91	2.497245e-06	2.199321e+00
101	1.148198e-06	2.199320e+00
111	5.390901e-07	2.199320e+00
121	2.635429e-07	2.199320e+00
131	1.315093e-07	2.199320e+00
141	6.731327e-08	2.199320e+00
151	3.540160e-08	2.199320e+00
161	1.933642e-08	2.199320e+00
171	1.249031e-08	2.199320e+00
181	8.149325e-09	2.199320e+00
191	5.335600e-09	2.199320e+00
201	3.508992e-09	2.199320e+00
211	2.326911e-09	2.199320e+00
221	1.548197e-09	2.199320e+00
231	1.033833e-09	2.199320e+00
241	6.940311e-10	2.199320e+00
251	4.688210e-10	2.199320e+00
261	3.177600e-10	2.199320e+00
271	2.161173e-10	2.199320e+00
281	1.475002e-10	2.199320e+00
291	1.010259e-10	2.199320e+00
301	6.964140e-11	2.199320e+00
311	4.816303e-11	2.199320e+00
321	3.341527e-11	2.199320e+00
331	2.325540e-11	2.199320e+00
341	1.623546e-11	2.199320e+00
351	1.136957e-11	2.199320e+00
361	7.986056e-12	2.199320e+00
371	5.635270e-12	2.199320e+00
381	3.990586e-12	2.199320e+00
391	2.832845e-12	2.199320e+00
401	2.017719e-12	2.199320e+00
